c2,s,BandGap1
8.25,0.51,2.2265
8.4,0.51,2.2397
8.55,0.51,2.2526
8.7,0.51,2.2651
8.85,0.51,2.2772
9,0.51,2.289
9.15,0.51,2.3005
9.3,0.51,2.3117
9.45,0.51,2.3226
9.6,0.51,2.3332
9.75,0.51,2.3436
9.9,0.51,2.3537
10.05,0.51,2.3635
10.2,0.51,2.3731
10.35,0.51,2.3825
10.5,0.51,2.3917
10.65,0.51,2.4006
10.8,0.51,2.4093
10.95,0.51,2.4179
11.1,0.51,2.4262
11.25,0.51,2.4344
11.4,0.51,2.4424
11.55,0.51,2.4502
11.7,0.51,2.4578
11.85,0.51,2.4653
12,0.51,2.4727
12.15,0.51,2.4798
12.3,0.51,2.4869
12.45,0.51,2.4938
12.6,0.51,2.5005
12.75,0.51,2.5071
12.9,0.51,2.5136
13.05,0.51,2.52
13.2,0.51,2.5263
13.35,0.51,2.5324
13.5,0.51,2.5384
13.65,0.51,2.5443
13.8,0.51,2.5501
13.95,0.51,2.5558
14.1,0.51,2.5614
14.25,0.51,2.5669
14.4,0.51,2.5723
14.55,0.51,2.5776
14.7,0.51,2.5829
14.85,0.51,2.588
15,0.51,2.593
0.15,0.52,0.86672
0.3,0.52,0.79617
0.45,0.52,0.6275
0.6,0.52,0.44426
0.75,0.52,0.26746
0.9,0.52,0.10266
1.05,0.52,0.049201
1.2,0.52,0.18867
1.35,0.52,0.31675
1.5,0.52,0.43453
1.65,0.52,0.54305
1.8,0.52,0.64326
1.95,0.52,0.73601
2.1,0.52,0.82205
2.25,0.52,0.90204
2.4,0.52,0.97656
2.55,0.52,1.0461
2.7,0.52,1.1112
2.85,0.52,1.1722
3,0.52,1.2295
3.15,0.52,1.2833
3.3,0.52,1.334
3.45,0.52,1.3819
3.6,0.52,1.4271
3.75,0.52,1.4699
3.9,0.52,1.5104
4.05,0.52,1.5489
4.2,0.52,1.5855
4.35,0.52,1.6202
4.5,0.52,1.6533
4.65,0.52,1.6849
4.8,0.52,1.715
4.95,0.52,1.7438
5.1,0.52,1.7713
5.25,0.52,1.7977
5.4,0.52,1.8229
5.55,0.52,1.8471
5.7,0.52,1.8704
5.85,0.52,1.8927
6,0.52,1.9142
6.15,0.52,1.9348
6.3,0.52,1.9547
6.45,0.52,1.9739
6.6,0.52,1.9924
6.75,0.52,2.0102
6.9,0.52,2.0274
7.05,0.52,2.0441
7.2,0.52,2.0602
7.35,0.52,2.0757
7.5,0.52,2.0908
7.65,0.52,2.1054
7.8,0.52,2.1195
7.95,0.52,2.1332
8.1,0.52,2.1465
8.25,0.52,2.1594
8.4,0.52,2.172
8.55,0.52,2.1841
8.7,0.52,2.196
8.85,0.52,2.2075
9,0.52,2.2187
9.15,0.52,2.2296
9.3,0.52,2.2402
9.45,0.52,2.2505
9.6,0.52,2.2606
9.75,0.52,2.2704
9.9,0.52,2.2799
10.05,0.52,2.2893
10.2,0.52,2.2984
10.35,0.52,2.3072
10.5,0.52,2.3159
10.65,0.52,2.3244
10.8,0.52,2.3327
10.95,0.52,2.3407
11.1,0.52,2.3487
11.25,0.52,2.3564
11.4,0.52,2.364
11.55,0.52,2.3714
11.7,0.52,2.3786
11.85,0.52,2.3857
12,0.52,2.3926
12.15,0.52,2.3994
12.3,0.52,2.4061
12.45,0.52,2.4126
12.6,0.52,2.419
12.75,0.52,2.4253
12.9,0.52,2.4315
13.05,0.52,2.4375
13.2,0.52,2.4434
13.35,0.52,2.4492
13.5,0.52,2.4549
13.65,0.52,2.4605
13.8,0.52,2.466
13.95,0.52,2.4714
14.1,0.52,2.4767
14.25,0.52,2.4819
14.4,0.52,2.4871
14.55,0.52,2.4921
14.7,0.52,2.497
14.85,0.52,2.5019
15,0.52,2.5067
0.15,0.53,0.89014
0.3,0.53,0.81004
0.45,0.53,0.63427
0.6,0.53,0.44691
0.75,0.53,0.26806
0.9,0.53,0.10258
1.05,0.53,0.04904
1.2,0.53,0.18764
1.35,0.53,0.31441
1.5,0.53,0.43059
1.65,0.53,0.53729
1.8,0.53,0.63555
1.95,0.53,0.72626
2.1,0.53,0.8102
2.25,0.53,0.88808
2.4,0.53,0.96049
2.55,0.53,1.028
2.7,0.53,1.091
2.85,0.53,1.1499
3,0.53,1.2052
3.15,0.53,1.2571
3.3,0.53,1.306
3.45,0.53,1.352
3.6,0.53,1.3954
3.75,0.53,1.4365
3.9,0.53,1.4754
4.05,0.53,1.5122
4.2,0.53,1.5472
4.35,0.53,1.5805
4.5,0.53,1.6121
4.65,0.53,1.6423
4.8,0.53,1.671
4.95,0.53,1.6985
5.1,0.53,1.7248
5.25,0.53,1.7499
5.4,0.53,1.7739
5.55,0.53,1.797
5.7,0.53,1.8191
5.85,0.53,1.8404
6,0.53,1.8608
6.15,0.53,1.8804
6.3,0.53,1.8993
6.45,0.53,1.9176
6.6,0.53,1.9351
6.75,0.53,1.9521
6.9,0.53,1.9684
7.05,0.53,1.9842
7.2,0.53,1.9995
7.35,0.53,2.0143
7.5,0.53,2.0286
7.65,0.53,2.0424
7.8,0.53,2.0558
7.95,0.53,2.0688
8.1,0.53,2.0814
8.25,0.53,2.0937
8.4,0.53,2.1056
8.55,0.53,2.1171
8.7,0.53,2.1283
8.85,0.53,2.1392
9,0.53,2.1498
9.15,0.53,2.1601
9.3,0.53,2.1702
9.45,0.53,2.18
9.6,0.53,2.1895
9.75,0.53,2.1988
9.9,0.53,2.2079
10.05,0.53,2.2167
10.2,0.53,2.2253
10.35,0.53,2.2337
10.5,0.53,2.2419
10.65,0.53,2.25
10.8,0.53,2.2578
10.95,0.53,2.2655
11.1,0.53,2.273
11.25,0.53,2.2803
11.4,0.53,2.2874
11.55,0.53,2.2944
11.7,0.53,2.3013
11.85,0.53,2.308
12,0.53,2.3146
12.15,0.53,2.321
12.3,0.53,2.3274
12.45,0.53,2.3335
12.6,0.53,2.3396
12.75,0.53,2.3455
12.9,0.53,2.3514
13.05,0.53,2.3571
13.2,0.53,2.3627
13.35,0.53,2.3682
13.5,0.53,2.3736
13.65,0.53,2.3789
13.8,0.53,2.3841
13.95,0.53,2.3892
14.1,0.53,2.3943
14.25,0.53,2.3992
14.4,0.53,2.404
14.55,0.53,2.4088
14.7,0.53,2.4135
14.85,0.53,2.4181
15,0.53,2.4226
0.15,0.54,0.91373
0.3,0.54,0.82339
0.45,0.54,0.64046
0.6,0.54,0.44913
0.75,0.54,0.2684
0.9,0.54,0.1024
1.05,0.54,0.048831
1.2,0.54,0.18643
1.35,0.54,0.31179
1.5,0.54,0.42627
1.65,0.54,0.53108
1.8,0.54,0.62733
1.95,0.54,0.71595
2.1,0.54,0.79778
2.25,0.54,0.87352
2.4,0.54,0.94382
2.55,0.54,1.0092
2.7,0.54,1.0702
2.85,0.54,1.1271
3,0.54,1.1804
3.15,0.54,1.2304
3.3,0.54,1.2774
3.45,0.54,1.3217
3.6,0.54,1.3634
3.75,0.54,1.4028
3.9,0.54,1.4401
4.05,0.54,1.4754
4.2,0.54,1.5088
4.35,0.54,1.5407
4.5,0.54,1.5709
4.65,0.54,1.5997
4.8,0.54,1.6272
4.95,0.54,1.6534
5.1,0.54,1.6784
5.25,0.54,1.7023
5.4,0.54,1.7253
5.55,0.54,1.7472
5.7,0.54,1.7683
5.85,0.54,1.7885
6,0.54,1.808
6.15,0.54,1.8267
6.3,0.54,1.8446
6.45,0.54,1.862
6.6,0.54,1.8787
6.75,0.54,1.8948
6.9,0.54,1.9103
7.05,0.54,1.9253
7.2,0.54,1.9398
7.35,0.54,1.9539
7.5,0.54,1.9674
7.65,0.54,1.9806
7.8,0.54,1.9933
7.95,0.54,2.0056
8.1,0.54,2.0176
8.25,0.54,2.0292
8.4,0.54,2.0405
8.55,0.54,2.0514
8.7,0.54,2.0621
8.85,0.54,2.0724
9,0.54,2.0825
9.15,0.54,2.0923
9.3,0.54,2.1018
9.45,0.54,2.1111
9.6,0.54,2.1201
9.75,0.54,2.1289
9.9,0.54,2.1375
10.05,0.54,2.1459
10.2,0.54,2.1541
10.35,0.54,2.162
10.5,0.54,2.1698
10.65,0.54,2.1774
10.8,0.54,2.1848
10.95,0.54,2.1921
11.1,0.54,2.1992
11.25,0.54,2.2061
11.4,0.54,2.2129
11.55,0.54,2.2196
11.7,0.54,2.2261
11.85,0.54,2.2324
12,0.54,2.2387
12.15,0.54,2.2448
12.3,0.54,2.2507
12.45,0.54,2.2566
12.6,0.54,2.2623
12.75,0.54,2.268
12.9,0.54,2.2735
13.05,0.54,2.2789
13.2,0.54,2.2842
13.35,0.54,2.2894
13.5,0.54,2.2945
13.65,0.54,2.2996
13.8,0.54,2.3045
13.95,0.54,2.3094
14.1,0.54,2.3141
14.25,0.54,2.3188
14.4,0.54,2.3234
14.55,0.54,2.3279
14.7,0.54,2.3323
14.85,0.54,2.3367
15,0.54,2.341
0.15,0.55,0.93761
0.3,0.55,0.83618
0.45,0.55,0.64604
0.6,0.55,0.45088
0.75,0.55,0.26846
0.9,0.55,0.10212
1.05,0.55,0.048574
1.2,0.55,0.18505
1.35,0.55,0.30889
1.5,0.55,0.42158
1.65,0.55,0.52445
1.8,0.55,0.61863
1.95,0.55,0.70514
2.1,0.55,0.78483
2.25,0.55,0.85844
2.4,0.55,0.92662
2.55,0.55,0.98992
2.7,0.55,1.0488
2.85,0.55,1.1038
3,0.55,1.1552
3.15,0.55,1.2033
3.3,0.55,1.2485
3.45,0.55,1.291
3.6,0.55,1.3311
3.75,0.55,1.3688
3.9,0.55,1.4045
4.05,0.55,1.4383
4.2,0.55,1.4703
4.35,0.55,1.5007
4.5,0.55,1.5296
4.65,0.55,1.5571
4.8,0.55,1.5833
4.95,0.55,1.6083
5.1,0.55,1.6322
5.25,0.55,1.655
5.4,0.55,1.6769
5.55,0.55,1.6978
5.7,0.55,1.7179
5.85,0.55,1.7371
6,0.55,1.7556
6.15,0.55,1.7734
6.3,0.55,1.7905
6.45,0.55,1.807
6.6,0.55,1.8228
6.75,0.55,1.8381
6.9,0.55,1.8529
7.05,0.55,1.8672
7.2,0.55,1.881
7.35,0.55,1.8943
7.5,0.55,1.9072
7.65,0.55,1.9197
7.8,0.55,1.9318
7.95,0.55,1.9435
8.1,0.55,1.9548
8.25,0.55,1.9659
8.4,0.55,1.9766
8.55,0.55,1.987
8.7,0.55,1.9971
8.85,0.55,2.0069
9,0.55,2.0164
9.15,0.55,2.0257
9.3,0.55,2.0348
9.45,0.55,2.0436
9.6,0.55,2.0521
9.75,0.55,2.0605
9.9,0.55,2.0687
10.05,0.55,2.0766
10.2,0.55,2.0844
10.35,0.55,2.0919
10.5,0.55,2.0993
10.65,0.55,2.1065
10.8,0.55,2.1136
10.95,0.55,2.1205
11.1,0.55,2.1272
11.25,0.55,2.1338
11.4,0.55,2.1402
11.55,0.55,2.1465
11.7,0.55,2.1527
11.85,0.55,2.1587
12,0.55,2.1646
12.15,0.55,2.1704
12.3,0.55,2.1761
12.45,0.55,2.1816
12.6,0.55,2.1871
12.75,0.55,2.1924
12.9,0.55,2.1977
13.05,0.55,2.2028
13.2,0.55,2.2078
13.35,0.55,2.2128
13.5,0.55,2.2177
13.65,0.55,2.2224
13.8,0.55,2.2271
13.95,0.55,2.2317
14.1,0.55,2.2362
14.25,0.55,2.2406
14.4,0.55,2.245
14.55,0.55,2.2493
14.7,0.55,2.2535
14.85,0.55,2.2576
15,0.55,2.2617
0.15,0.56,0.96189
0.3,0.56,0.84845
0.45,0.56,0.65101
0.6,0.56,0.45217
0.75,0.56,0.26824
0.9,0.56,0.10174
1.05,0.56,0.048271
1.2,0.56,0.1835
1.35,0.56,0.30572
1.5,0.56,0.41656
1.65,0.56,0.51742
1.8,0.56,0.60951
1.95,0.56,0.69388
2.1,0.56,0.77142
2.25,0.56,0.8429
2.4,0.56,0.90898
2.55,0.56,0.97022
2.7,0.56,1.0271
2.85,0.56,1.0802
3,0.56,1.1297
3.15,0.56,1.176
3.3,0.56,1.2194
3.45,0.56,1.2602
3.6,0.56,1.2986
3.75,0.56,1.3347
3.9,0.56,1.3689
4.05,0.56,1.4012
4.2,0.56,1.4318
4.35,0.56,1.4609
4.5,0.56,1.4885
4.65,0.56,1.5147
4.8,0.56,1.5397
4.95,0.56,1.5635
5.1,0.56,1.5863
5.25,0.56,1.608
5.4,0.56,1.6288
5.55,0.56,1.6487
5.7,0.56,1.6678
5.85,0.56,1.6861
6,0.56,1.7037
6.15,0.56,1.7206
6.3,0.56,1.7369
6.45,0.56,1.7525
6.6,0.56,1.7676
6.75,0.56,1.7821
6.9,0.56,1.7962
7.05,0.56,1.8097
7.2,0.56,1.8228
7.35,0.56,1.8355
7.5,0.56,1.8477
7.65,0.56,1.8596
7.8,0.56,1.8711
7.95,0.56,1.8822
8.1,0.56,1.893
8.25,0.56,1.9034
8.4,0.56,1.9136
8.55,0.56,1.9235
8.7,0.56,1.9331
8.85,0.56,1.9424
9,0.56,1.9514
9.15,0.56,1.9603
9.3,0.56,1.9688
9.45,0.56,1.9772
9.6,0.56,1.9853
9.75,0.56,1.9933
9.9,0.56,2.001
10.05,0.56,2.0085
10.2,0.56,2.0159
10.35,0.56,2.0231
10.5,0.56,2.0301
10.65,0.56,2.037
10.8,0.56,2.0436
10.95,0.56,2.0502
11.1,0.56,2.0566
11.25,0.56,2.0628
11.4,0.56,2.0689
11.55,0.56,2.0749
11.7,0.56,2.0808
11.85,0.56,2.0865
12,0.56,2.0921
12.15,0.56,2.0976
12.3,0.56,2.103
12.45,0.56,2.1083
12.6,0.56,2.1135
12.75,0.56,2.1185
12.9,0.56,2.1235
13.05,0.56,2.1284
13.2,0.56,2.1332
13.35,0.56,2.1379
13.5,0.56,2.1425
13.65,0.56,2.147
13.8,0.56,2.1515
13.95,0.56,2.1558
14.1,0.56,2.1601
14.25,0.56,2.1644
14.4,0.56,2.1685
14.55,0.56,2.1726
14.7,0.56,2.1766
14.85,0.56,2.1805
15,0.56,2.1844
0.15,0.57,0.98665
0.3,0.57,0.86022
0.45,0.57,0.65538
0.6,0.57,0.45299
0.75,0.57,0.26774
0.9,0.57,0.10125
1.05,0.57,0.04792
1.2,0.57,0.18178
1.35,0.57,0.3023
1.5,0.57,0.41121
1.65,0.57,0.51001
1.8,0.57,0.59999
1.95,0.57,0.68221
2.1,0.57,0.75761
2.25,0.57,0.82698
2.4,0.57,0.89098
2.55,0.57,0.9502
2.7,0.57,1.0051
2.85,0.57,1.0563
3,0.57,1.1039
3.15,0.57,1.1484
3.3,0.57,1.1901
3.45,0.57,1.2293
3.6,0.57,1.2661
3.75,0.57,1.3007
3.9,0.57,1.3334
4.05,0.57,1.3643
4.2,0.57,1.3936
4.35,0.57,1.4213
4.5,0.57,1.4476
4.65,0.57,1.4726
4.8,0.57,1.4965
4.95,0.57,1.5192
5.1,0.57,1.5408
5.25,0.57,1.5615
5.4,0.57,1.5813
5.55,0.57,1.6002
5.7,0.57,1.6184
5.85,0.57,1.6358
6,0.57,1.6525
6.15,0.57,1.6686
6.3,0.57,1.684
6.45,0.57,1.6989
6.6,0.57,1.7132
6.75,0.57,1.727
6.9,0.57,1.7403
7.05,0.57,1.7532
7.2,0.57,1.7656
7.35,0.57,1.7776
7.5,0.57,1.7892
7.65,0.57,1.8005
7.8,0.57,1.8113
7.95,0.57,1.8219
8.1,0.57,1.8321
8.25,0.57,1.842
8.4,0.57,1.8517
8.55,0.57,1.861
8.7,0.57,1.8701
8.85,0.57,1.879
9,0.57,1.8875
9.15,0.57,1.8959
9.3,0.57,1.904
9.45,0.57,1.912
9.6,0.57,1.9197
9.75,0.57,1.9272
9.9,0.57,1.9345
10.05,0.57,1.9417
10.2,0.57,1.9487
10.35,0.57,1.9555
10.5,0.57,1.9621
10.65,0.57,1.9686
10.8,0.57,1.975
10.95,0.57,1.9812
11.1,0.57,1.9872
11.25,0.57,1.9932
11.4,0.57,1.999
11.55,0.57,2.0046
11.7,0.57,2.0102
11.85,0.57,2.0156
12,0.57,2.021
12.15,0.57,2.0262
12.3,0.57,2.0313
12.45,0.57,2.0363
12.6,0.57,2.0412
12.75,0.57,2.046
12.9,0.57,2.0508
13.05,0.57,2.0554
13.2,0.57,2.0599
13.35,0.57,2.0644
13.5,0.57,2.0688
13.65,0.57,2.0731
13.8,0.57,2.0773
13.95,0.57,2.0815
14.1,0.57,2.0855
14.25,0.57,2.0895
14.4,0.57,2.0935
14.55,0.57,2.0973
14.7,0.57,2.1012
14.85,0.57,2.1049
15,0.57,2.1086
0.15,0.58,1.0118
0.3,0.58,0.8715
0.45,0.58,0.65917
0.6,0.58,0.45336
0.75,0.58,0.26697
0.9,0.58,0.10066
1.05,0.58,0.047523
1.2,0.58,0.17989
1.35,0.58,0.29861
1.5,0.58,0.40553
1.65,0.58,0.50225
1.8,0.58,0.59009
1.95,0.58,0.67017
2.1,0.58,0.74344
2.25,0.58,0.81071
2.4,0.58,0.87268
2.55,0.58,0.92992
2.7,0.58,0.98295
2.85,0.58,1.0322
3,0.58,1.0781
3.15,0.58,1.1209
3.3,0.58,1.1609
3.45,0.58,1.1985
3.6,0.58,1.2337
3.75,0.58,1.2669
3.9,0.58,1.2982
4.05,0.58,1.3278
4.2,0.58,1.3557
4.35,0.58,1.3822
4.5,0.58,1.4073
4.65,0.58,1.4312
4.8,0.58,1.4539
4.95,0.58,1.4755
5.1,0.58,1.4961
5.25,0.58,1.5158
5.4,0.58,1.5346
5.55,0.58,1.5526
5.7,0.58,1.5699
5.85,0.58,1.5864
6,0.58,1.6023
6.15,0.58,1.6176
6.3,0.58,1.6322
6.45,0.58,1.6463
6.6,0.58,1.6599
6.75,0.58,1.673
6.9,0.58,1.6857
7.05,0.58,1.6979
7.2,0.58,1.7096
7.35,0.58,1.721
7.5,0.58,1.732
7.65,0.58,1.7427
7.8,0.58,1.753
7.95,0.58,1.763
8.1,0.58,1.7727
8.25,0.58,1.7821
8.4,0.58,1.7912
8.55,0.58,1.8
8.7,0.58,1.8087
8.85,0.58,1.817
9,0.58,1.8252
9.15,0.58,1.8331
9.3,0.58,1.8408
9.45,0.58,1.8483
9.6,0.58,1.8556
9.75,0.58,1.8627
9.9,0.58,1.8696
10.05,0.58,1.8764
10.2,0.58,1.883
10.35,0.58,1.8894
10.5,0.58,1.8957
10.65,0.58,1.9019
10.8,0.58,1.9079
10.95,0.58,1.9138
11.1,0.58,1.9195
11.25,0.58,1.9251
11.4,0.58,1.9306
11.55,0.58,1.936
11.7,0.58,1.9412
11.85,0.58,1.9464
12,0.58,1.9514
12.15,0.58,1.9563
12.3,0.58,1.9612
12.45,0.58,1.9659
12.6,0.58,1.9706
12.75,0.58,1.9751
12.9,0.58,1.9796
13.05,0.58,1.984
13.2,0.58,1.9883
13.35,0.58,1.9925
13.5,0.58,1.9967
13.65,0.58,2.0007
13.8,0.58,2.0047
13.95,0.58,2.0087
14.1,0.58,2.0125
14.25,0.58,2.0163
14.4,0.58,2.0201
14.55,0.58,2.0237
14.7,0.58,2.0273
14.85,0.58,2.0309
15,0.58,2.0344
0.15,0.59,1.0369
0.3,0.59,0.88224
0.45,0.59,0.66237
0.6,0.59,0.45329
0.75,0.59,0.26593
0.9,0.59,0.099965
1.05,0.59,0.04708
1.2,0.59,0.17784
1.35,0.59,0.29466
1.5,0.59,0.39954
1.65,0.59,0.49412
1.8,0.59,0.5798
1.95,0.59,0.65773
2.1,0.59,0.72889
2.25,0.59,0.7941
2.4,0.59,0.85406
2.55,0.59,0.90937
2.7,0.59,0.96053
2.85,0.59,1.008
3,0.59,1.0521
3.15,0.59,1.0933
3.3,0.59,1.1318
3.45,0.59,1.1678
3.6,0.59,1.2016
3.75,0.59,1.2334
3.9,0.59,1.2633
4.05,0.59,1.2916
4.2,0.59,1.3183
4.35,0.59,1.3436
4.5,0.59,1.3676
4.65,0.59,1.3904
4.8,0.59,1.412
4.95,0.59,1.4326
5.1,0.59,1.4523
5.25,0.59,1.471
5.4,0.59,1.489
5.55,0.59,1.5061
5.7,0.59,1.5225
5.85,0.59,1.5382
6,0.59,1.5533
6.15,0.59,1.5678
6.3,0.59,1.5818
6.45,0.59,1.5952
6.6,0.59,1.6081
6.75,0.59,1.6205
6.9,0.59,1.6325
7.05,0.59,1.6441
7.2,0.59,1.6552
7.35,0.59,1.666
7.5,0.59,1.6765
7.65,0.59,1.6866
7.8,0.59,1.6963
7.95,0.59,1.7058
8.1,0.59,1.715
8.25,0.59,1.7239
8.4,0.59,1.7325
8.55,0.59,1.7409
8.7,0.59,1.749
8.85,0.59,1.757
9,0.59,1.7647
9.15,0.59,1.7721
9.3,0.59,1.7794
9.45,0.59,1.7865
9.6,0.59,1.7934
9.75,0.59,1.8002
9.9,0.59,1.8067
10.05,0.59,1.8131
10.2,0.59,1.8194
10.35,0.59,1.8255
10.5,0.59,1.8314
10.65,0.59,1.8372
10.8,0.59,1.8429
10.95,0.59,1.8484
11.1,0.59,1.8538
11.25,0.59,1.8591
11.4,0.59,1.8643
11.55,0.59,1.8694
11.7,0.59,1.8744
11.85,0.59,1.8792
12,0.59,1.884
12.15,0.59,1.8887
12.3,0.59,1.8932
12.45,0.59,1.8977
12.6,0.59,1.9021
12.75,0.59,1.9064
12.9,0.59,1.9106
13.05,0.59,1.9148
13.2,0.59,1.9188
13.35,0.59,1.9228
13.5,0.59,1.9267
13.65,0.59,1.9306
13.8,0.59,1.9343
13.95,0.59,1.9381
14.1,0.59,1.9417
14.25,0.59,1.9453
14.4,0.59,1.9488
14.55,0.59,1.9523
14.7,0.59,1.9557
14.85,0.59,1.959
15,0.59,1.9623
0.15,0.6,1.0615
0.3,0.6,0.89225
0.45,0.6,0.66495
0.6,0.6,0.45276
0.75,0.6,0.26462
0.9,0.6,0.099173
1.05,0.6,0.046591
1.2,0.6,0.17562
1.35,0.6,0.29046
1.5,0.6,0.39321
1.65,0.6,0.48561
1.8,0.6,0.5691
1.95,0.6,0.64488
2.1,0.6,0.71394
2.25,0.6,0.77711
2.4,0.6,0.8351
2.55,0.6,0.88851
2.7,0.6,0.93786
2.85,0.6,0.98358
3,0.6,1.0261
3.15,0.6,1.0656
3.3,0.6,1.1026
3.45,0.6,1.1372
3.6,0.6,1.1696
3.75,0.6,1.2
3.9,0.6,1.2287
4.05,0.6,1.2558
4.2,0.6,1.2813
4.35,0.6,1.3055
4.5,0.6,1.3284
4.65,0.6,1.3502
4.8,0.6,1.3708
4.95,0.6,1.3905
5.1,0.6,1.4093
5.25,0.6,1.4271
5.4,0.6,1.4442
5.55,0.6,1.4606
5.7,0.6,1.4762
5.85,0.6,1.4912
6,0.6,1.5055
6.15,0.6,1.5193
6.3,0.6,1.5326
6.45,0.6,1.5453
6.6,0.6,1.5576
6.75,0.6,1.5694
6.9,0.6,1.5808
7.05,0.6,1.5918
7.2,0.6,1.6024
7.35,0.6,1.6127
7.5,0.6,1.6226
7.65,0.6,1.6322
7.8,0.6,1.6414
7.95,0.6,1.6504
8.1,0.6,1.6591
8.25,0.6,1.6676
8.4,0.6,1.6758
8.55,0.6,1.6837
8.7,0.6,1.6914
8.85,0.6,1.6989
9,0.6,1.7062
9.15,0.6,1.7133
9.3,0.6,1.7202
9.45,0.6,1.7269
9.6,0.6,1.7335
9.75,0.6,1.7399
9.9,0.6,1.7461
10.05,0.6,1.7521
10.2,0.6,1.758
10.35,0.6,1.7638
10.5,0.6,1.7694
10.65,0.6,1.7749
10.8,0.6,1.7803
10.95,0.6,1.7855
11.1,0.6,1.7906
11.25,0.6,1.7957
11.4,0.6,1.8006
11.55,0.6,1.8054
11.7,0.6,1.81
11.85,0.6,1.8146
12,0.6,1.8191
12.15,0.6,1.8235
12.3,0.6,1.8279
12.45,0.6,1.8321
12.6,0.6,1.8362
12.75,0.6,1.8403
12.9,0.6,1.8443
13.05,0.6,1.8482
13.2,0.6,1.852
13.35,0.6,1.8558
13.5,0.6,1.8595
13.65,0.6,1.8631
13.8,0.6,1.8667
13.95,0.6,1.8702
14.1,0.6,1.8736
14.25,0.6,1.877
14.4,0.6,1.8803
14.55,0.6,1.8836
14.7,0.6,1.8868
14.85,0.6,1.8899
15,0.6,1.893
0.15,0.61,1.0853
0.3,0.61,0.90132
0.45,0.61,0.66681
0.6,0.61,0.45176
0.75,0.61,0.26303
0.9,0.61,0.098281
1.05,0.61,0.046056
1.2,0.61,0.17324
1.35,0.61,0.28599
1.5,0.61,0.38654
1.65,0.61,0.47671
1.8,0.61,0.55799
1.95,0.61,0.63159
2.1,0.61,0.69854
2.25,0.61,0.75967
2.4,0.61,0.81571
2.55,0.61,0.86726
2.7,0.61,0.91483
2.85,0.61,0.95886
3,0.61,0.99972
3.15,0.61,1.0378
3.3,0.61,1.0732
3.45,0.61,1.1064
3.6,0.61,1.1375
3.75,0.61,1.1667
3.9,0.61,1.1942
4.05,0.61,1.2201
4.2,0.61,1.2445
4.35,0.61,1.2677
4.5,0.61,1.2896
4.65,0.61,1.3104
4.8,0.61,1.3301
4.95,0.61,1.3489
5.1,0.61,1.3668
5.25,0.61,1.3839
5.4,0.61,1.4002
5.55,0.61,1.4158
5.7,0.61,1.4307
5.85,0.61,1.445
6,0.61,1.4587
6.15,0.61,1.4718
6.3,0.61,1.4845
6.45,0.61,1.4966
6.6,0.61,1.5083
6.75,0.61,1.5195
6.9,0.61,1.5304
7.05,0.61,1.5409
7.2,0.61,1.551
7.35,0.61,1.5607
7.5,0.61,1.5701
7.65,0.61,1.5793
7.8,0.61,1.5881
7.95,0.61,1.5966
8.1,0.61,1.6049
8.25,0.61,1.613
8.4,0.61,1.6207
8.55,0.61,1.6283
8.7,0.61,1.6356
8.85,0.61,1.6428
9,0.61,1.6497
9.15,0.61,1.6564
9.3,0.61,1.663
9.45,0.61,1.6694
9.6,0.61,1.6756
9.75,0.61,1.6816
9.9,0.61,1.6875
10.05,0.61,1.6933
10.2,0.61,1.6989
10.35,0.61,1.7043
10.5,0.61,1.7097
10.65,0.61,1.7149
10.8,0.61,1.72
10.95,0.61,1.725
11.1,0.61,1.7298
11.25,0.61,1.7346
11.4,0.61,1.7392
11.55,0.61,1.7438
11.7,0.61,1.7482
11.85,0.61,1.7526
12,0.61,1.7568
12.15,0.61,1.761
12.3,0.61,1.7651
12.45,0.61,1.7691
12.6,0.61,1.773
12.75,0.61,1.7768
12.9,0.61,1.7806
13.05,0.61,1.7843
13.2,0.61,1.7879
13.35,0.61,1.7915
13.5,0.61,1.795
13.65,0.61,1.7984
13.8,0.61,1.8018
13.95,0.61,1.8051
14.1,0.61,1.8084
14.25,0.61,1.8116
14.4,0.61,1.8147
14.55,0.61,1.8178
14.7,0.61,1.8208
14.85,0.61,1.8238
15,0.61,1.8267
0.15,0.62,1.108
0.3,0.62,0.90921
0.45,0.62,0.66787
0.6,0.62,0.45024
0.75,0.62,0.26117
0.9,0.62,0.097289
1.05,0.62,0.045476
1.2,0.62,0.17069
1.35,0.62,0.28127
1.5,0.62,0.37955
1.65,0.62,0.46744
1.8,0.62,0.54645
1.95,0.62,0.61786
2.1,0.62,0.68268
2.25,0.62,0.74177
2.4,0.62,0.79587
2.55,0.62,0.84556
2.7,0.62,0.89137
2.85,0.62,0.93372
3,0.62,0.973
3.15,0.62,1.0095
3.3,0.62,1.0436
3.45,0.62,1.0754
3.6,0.62,1.1052
3.75,0.62,1.1332
3.9,0.62,1.1595
4.05,0.62,1.1843
4.2,0.62,1.2077
4.35,0.62,1.2298
4.5,0.62,1.2508
4.65,0.62,1.2707
4.8,0.62,1.2896
4.95,0.62,1.3075
5.1,0.62,1.3246
5.25,0.62,1.341
5.4,0.62,1.3565
5.55,0.62,1.3714
5.7,0.62,1.3857
5.85,0.62,1.3993
6,0.62,1.4124
6.15,0.62,1.4249
6.3,0.62,1.437
6.45,0.62,1.4486
6.6,0.62,1.4597
6.75,0.62,1.4705
